
# Run: Patrons=80, Scheduler=FCFS, Quantum=N/A, Switch=3, Seed=101
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
74,3898,19608,20208
77,4055,19452,20118
60,2911,20464,20972
66,3334,20272,20700

# Run: Patrons=80, Scheduler=FCFS, Quantum=N/A, Switch=3, Seed=106
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,77,4062,4878
1,75,4684,5337
2,104,7162,7973
3,83,7927,8864
4,156,8907,9415
5,164,10157,10943
6,317,10699,11404
8,404,11747,12349
7,367,11997,12783
9,472,12840,13403
10,604,13703,14540
11,757,13812,14700
12,940,14440,15298
14,922,14737,15236
15,975,14976,15220
13,946,15186,15811
16,994,15314,15902
17,1076,15493,16222
18,1253,15810,16456
19,1406,15794,16479
20,1464,16107,16950
21,1443,16170,16974
22,1494,16349,17240
23,1563,16481,17409
25,1545,16946,17572
24,1567,16950,17701
26,1644,16963,17683
27,1700,17063,17747
28,1678,17080,17725
29,1802,17063,17936
30,1815,17019,17939
32,1847,17526,18201
34,1856,17641,18138
31,1823,17459,18319
33,1855,17638,18273
36,1867,17724,18411
35,1891,17814,18626
37,1928,18066,18687
38,1951,18033,18739
39,1982,18161,18760
40,1959,18128,18764
42,2119,18186,18856
41,2013,17978,18937
43,2131,18232,18908
45,2254,18227,18847
44,2152,18187,18929
46,2272,18267,18877
49,2232,18183,18821
47,2251,18135,18978
50,2211,18096,18912
48,2259,18140,19042
51,2332,18340,18945
54,2532,18322,18886
52,2438,18236,19051
53,2455,18433,19144
57,2793,18365,19011
56,2569,18311,19068
55,2565,18288,19232
58,2844,18380,19180
60,3077,18588,19153
59,2922,18243,19205
61,3102,18539,19208
66,3296,18626,18977
62,3118,18517,19229
65,3322,18410,19099
63,3200,18403,19251
64,3205,18455,19292
67,3315,18487,19163
68,3322,18433,19206
70,3583,18483,19185
69,3601,18540,19296
71,3732,18489,19266
72,3960,18418,19279
74,4011,18757,19393
73,4009,18723,19444
75,3985,18752,19482
76,4094,18895,19440
77,4117,18714,19436
78,4181,18790,19407
79,4212,18649,19507

# Run: Patrons=80, Scheduler=SJF, Quantum=N/A, Switch=3, Seed=106
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
7,106,221,617
16,73,226,820
18,40,358,908
22,141,305,980
29,151,266,865
27,84,322,1049
51,63,773,1425
38,59,1682,2150
66,64,199,925
53,89,1228,2000
69,933,993,1663
25,49,3691,4348
21,4212,4474,4969
33,3916,4079,4516
60,119,2969,3683
19,1558,5372,6027
40,36,4839,5529
70,45,3840,4358
12,125,6516,7410
54,4700,4916,5484
48,4500,5266,6125
9,7507,7659,8302
15,5384,7546,8232
44,2545,6222,6787
42,59,6574,7275
49,230,6452,7077
28,91,7575,8402
58,32,6618,7024
71,1096,5933,6680
23,3937,8383,9104
61,97,6877,7471
5,39,9370,10301
41,834,7894,8575
73,6953,6975,7554
37,47,8893,9396
75,47,7276,7811
65,2626,7792,8579
13,5008,10797,11401
79,73,7321,8124
74,73,7916,8648
32,25,10704,11197
31,22,10797,11369
50,60,9739,10526
17,64,11496,12272
1,76,12868,13658
68,50,9915,10421
0,76,13017,13854
62,148,10577,11457
24,12006,12566,13485
67,9200,10643,11445
34,312,12353,13220
47,11937,12056,12854
39,12688,12801,13521
45,102,12707,13275
30,9542,13376,14055
52,37,12457,13049
20,51,13966,14880
14,54,14662,15575
59,140,12632,13398
72,23,12332,12935
46,5430,13942,14858
76,7479,12498,13381
10,57,15936,16848
77,33,13160,13834
63,54,13700,14618
35,4059,16059,16870
3,84,18029,18809
78,14537,14793,15386
57,15037,15642,16637
4,135,18976,19740
36,48,17466,18317
2,105,19328,20231
55,17635,18017,18773
64,4854,17448,18366
43,18845,19048,19900
26,57,19991,20842
8,128,20914,21845
11,20790,21297,22104
6,22139,22316,23001
56,13968,19794,20696

# Run: Patrons=80, Scheduler=RR, Quantum=75, Switch=3, Seed=106
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,77,2759,3525
1,73,3546,4102
2,103,4908,5610
4,153,7117,7835
5,162,8133,8883
3,81,9630,10427
15,750,12873,13481
14,707,12683,13551
16,808,13268,14050
18,910,13567,14082
6,1706,14273,14914
19,1001,13947,14616
22,1106,14113,14718
23,1163,14374,14745
21,1131,14253,14918
24,1176,14207,15034
25,1288,14490,15408
27,1442,14872,15566
28,1491,14869,15538
7,244,16117,16731
29,1583,15309,15893
36,1695,15940,16595
9,350,17429,18164
40,1813,16183,16655
37,1675,15987,16844
38,1805,16024,16829
39,1833,16081,16899
41,1865,16119,16878
42,1894,16223,16857
43,1985,16118,16839
44,2127,16227,16842
45,2172,16190,16824
48,2187,16182,16861
47,2213,16255,16992
50,2287,16330,16981
12,4241,18315,18949
8,282,18900,19303
52,2371,16526,17161
26,1385,17786,18538
57,2603,16408,16997
56,2506,16484,17200
61,2841,16496,17018
55,2500,16449,17341
59,2806,16509,17274
63,2882,16571,17157
13,654,19026,19736
30,1590,18358,18944
65,2941,16540,17245
31,1644,18404,19087
32,1673,18396,19067
17,2507,19517,20233
73,3571,17222,17492
70,3393,16920,17725
75,3547,17213,17650
78,3649,17000,17564
76,3528,16954,17676
79,3752,16911,17737
46,2235,18820,19512
49,2194,18744,19465
10,561,20733,21435
53,2345,18971,19337
51,2398,18803,19477
54,2470,18616,19336
34,1627,20170,20551
60,6562,18460,19256
66,3057,18534,19151
33,1654,20225,20855
35,1635,20233,20819
71,3445,18626,19138
67,3207,18499,19340
20,1079,21297,21869
58,2656,19571,20052
11,3955,21816,22456
62,2865,19296,19959
69,3336,19157,19785
74,3576,19169,19550
64,6657,19588,20266
77,3583,18824,19615
72,3491,19186,19902
68,10804,19767,20267

# Run: Patrons=80, Scheduler=FCFS, Quantum=N/A, Switch=3, Seed=107
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,77,3685,4304
2,100,4645,5201
1,126,5973,6895
3,94,7606,8237
5,129,7910,8693
4,127,8694,9515
6,163,10562,11409
7,142,10583,11433
8,467,12336,12926
9,514,12746,13270
10,568,13021,13926
11,616,13602,14287
12,742,14062,14649
13,804,15166,15998
16,788,15615,16173
15,786,15496,16267
14,812,16301,17312
17,811,16402,17390
19,962,16798,17449
20,1039,16988,17575
18,907,16882,17788
21,1018,17016,17779
22,1076,17126,17777
23,1130,16972,17782
24,1291,17532,18174
25,1270,17421,18187
26,1453,17759,18514
27,1510,18060,18573
29,1625,18200,18931
28,1607,18273,19164
30,1762,18725,19355
31,1893,19031,19716
32,2001,19019,19846
33,2008,19300,19885
34,2131,19324,20116
35,2188,19336,20103
36,2167,19314,20157
38,2396,19492,20105
39,2527,19650,20129
37,2417,19477,20308
40,2551,19607,20271
41,2559,19655,20275
42,2666,19478,20242
43,2645,19558,20223
44,2712,19482,20266
45,2764,19337,20343
48,2779,19596,20202
49,2866,19610,20225
46,2787,19598,20489
50,2845,19705,20305
51,2893,19507,20409
47,2781,19690,20631
52,2995,19510,20438
54,3057,19728,20376
53,3078,19628,20530
57,3267,19777,20390
55,3234,19887,20573
56,3288,19757,20596
58,3245,19752,20638
59,3501,19809,20693
61,3702,19918,20626
60,3679,19816,20676
63,4017,19801,20605
62,3760,19923,20659
67,4402,20111,20451
64,4069,19788,20651
65,4083,19793,20605
66,4330,19786,20625
71,4425,19836,20449
69,4384,19869,20569
68,4376,19962,20622
72,4550,19663,20423
70,4401,19939,20597
73,4608,19716,20498
77,4738,19730,20332
76,4681,19997,20427
74,4655,19880,20566
75,4708,19802,20643
78,4820,19856,20661
79,4798,19918,20635

# Run: Patrons=80, Scheduler=SJF, Quantum=N/A, Switch=3, Seed=107
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
6,256,312,810
16,122,247,1000
35,187,313,811
24,235,837,1380
50,59,163,839
41,1063,1318,1782
70,39,491,1160
79,175,266,866
67,56,1057,1677
75,584,754,1596
15,322,4835,5691
1,165,5961,6661
2,36,5954,6639
26,5118,5198,5755
60,44,3777,4471
52,56,4112,4972
66,3704,3910,4505
22,59,5945,6750
43,3460,5188,5909
58,3929,4562,5163
69,142,3938,4693
48,33,5379,6180
56,2049,5297,5886
5,48,7811,8459
68,63,5058,5707
33,22,7007,7662
11,29,8922,9481
64,6350,6489,6997
13,84,9283,10101
57,121,7529,8062
32,1029,8666,9437
77,102,6562,7248
44,40,8392,9021
23,4320,9740,10415
49,8769,8876,9512
59,50,8847,9492
42,2993,9725,10366
0,76,12197,12984
39,3421,10255,11143
17,6081,11577,12395
63,9524,9699,10430
19,12372,12469,13185
38,61,11717,12318
18,79,12563,13455
36,11317,12271,13125
73,540,10573,11426
40,211,12306,13223
37,34,12722,13521
4,74,14840,15550
12,38,14755,15647
29,13924,14080,14825
55,53,12982,13718
53,99,13123,13838
3,305,16055,16749
20,9856,15251,16022
72,12103,12738,13564
31,68,14845,15718
78,124,12860,13601
76,32,13003,13810
25,9166,16351,17198
61,273,14757,15589
65,10388,15021,16018
28,64,17237,17877
7,17618,18128,19071
47,17154,17394,18079
30,7682,18024,18967
51,11998,16950,18020
14,87,19815,20550
62,5804,17944,18639
21,19918,20072,20857
45,107,18755,19661
74,50,17882,18589
8,937,21188,21971
34,5523,19872,20800
10,1061,21935,22684
27,9974,21411,22283
54,20197,20259,20981
46,21205,21287,21845
9,5234,23116,23880
71,71,20341,21232

# Run: Patrons=80, Scheduler=RR, Quantum=75, Switch=3, Seed=107
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,76,2622,3252
2,89,3471,4147
3,82,8553,9362
6,150,8393,9284
7,208,8822,9463
8,337,9500,9982
9,385,10571,11222
4,143,11163,11944
10,483,11046,11688
5,146,11518,12207
11,541,11919,12540
15,741,13283,13873
14,738,13224,13952
16,788,13475,14267
18,835,14043,14636
21,978,14461,15194
24,1171,14580,15086
12,589,15208,15794
23,1063,14708,15401
29,1464,15440,16293
13,759,16609,17371
31,1673,15639,16598
36,1950,16588,17162
38,2107,16774,17146
40,2239,16718,17374
37,2105,16783,17638
41,2217,16789,17470
44,2402,16782,17325
22,1005,17927,18577
46,2433,16836,17718
50,2613,17093,17602
49,2446,16950,17697
56,2754,17175,17539
1,114,19859,20306
55,2780,17118,17773
27,1338,18568,19302
58,2870,17113,17779
57,2891,17193,17887
59,3003,17137,17938
65,3250,17170,17716
64,3271,17130,17879
67,3244,17299,17923
32,1809,18947,19713
70,3442,17195,17851
69,3434,17284,17974
34,5341,19055,19857
74,3698,17373,18132
17,830,20594,21003
75,3692,17556,18159
19,2977,20535,21161
78,3909,17410,18312
39,2136,19656,20350
53,2590,19371,20225
52,2611,19690,20276
54,2722,19419,20232
60,2977,19467,20029
62,3110,19175,20051
73,3640,19172,19853
35,1943,21214,21789
72,3588,19123,19986
42,2250,21035,21520
47,2456,21075,21432
20,970,22047,22798
43,2307,20939,21649
45,2381,20871,21618
51,2591,20892,21326
26,1206,22086,22777
28,1484,22133,22696
61,10822,20612,21123
66,3265,20446,20879
63,7157,20415,21174
68,10797,20296,20933
33,1817,22141,22732
76,3695,20001,20594
71,3564,20158,20890
79,3966,19769,20527
48,2449,21606,22135
25,7721,22718,23455
77,3879,20492,20962
30,1571,22769,23361

# Run: Patrons=80, Scheduler=FCFS, Quantum=N/A, Switch=3, Seed=108
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,201,8226,9164
1,282,10235,11167
3,285,10824,11459
2,306,10746,11538
4,300,11834,12661
5,530,12266,12868
7,613,12924,13548
6,585,12915,13770
8,666,13446,14268
9,661,13810,14700
10,743,14280,14973
11,751,14541,15410
12,949,14965,15865
13,977,15433,16043
14,994,15847,16462
16,1080,16219,16792
17,1055,16197,16877
15,1088,16417,17170
18,1107,16443,17073
19,1136,16409,17346
20,1167,16628,17391
23,1200,17098,17546
21,1210,16955,17887
22,1226,17216,18049
24,1249,17419,18251
25,1302,17863,18709
26,1529,18185,18885
27,1547,18131,18912
28,1622,18427,19031
29,1602,18619,19320
30,1656,18515,19290
31,1685,18661,19390
33,1910,18900,19316
32,1868,18716,19411
35,2125,19111,19573
34,2063,18840,19722
36,2150,18994,19819
37,2179,19087,19796
38,2256,19180,19775
39,2460,18995,19753
42,2507,18985,19689
40,2476,18938,19825
43,2485,19098,19734
45,2725,18941,19654
41,2505,19007,19863
44,2713,18886,19833
49,2977,19216,19586
46,2752,18929,19755
47,2758,18946,19783
48,2826,18860,19736
50,3054,19040,19710
51,3061,19033,19708
52,3066,18887,19712
53,3041,19009,19684
54,3123,19031,19686
57,3127,18935,19674
56,3153,19103,19769
55,3129,19063,19941
58,3106,19030,19890
61,3410,19138,19798
59,3182,19161,19938
60,3188,19128,19935
62,3430,19199,19910
64,3573,19219,19874
68,4042,19086,19706
63,3536,19201,19968
65,3630,19179,19912
66,3806,19244,19878
73,4395,19006,19633
67,3889,19091,19977
69,4090,19110,19886
70,4322,19049,19954
71,4301,19141,19973
76,4628,19203,19795
77,4684,19189,19752
74,4398,19136,19923
72,4371,19273,20055
79,4935,19188,19752
75,4551,19188,20005
78,4808,19001,20023

# Run: Patrons=80, Scheduler=SJF, Quantum=N/A, Switch=3, Seed=108
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
2,286,367,835
13,373,423,842
31,112,245,872
21,561,701,1395
50,48,107,809
58,166,322,922
66,72,449,1069
70,295,356,1126
79,35,103,830
76,70,414,1136
41,25,2732,3397
67,46,1513,2128
65,1333,1646,2458
73,1548,1667,2409
49,46,3161,3763
62,2805,2968,3507
68,53,3320,3985
77,2863,3159,4002
14,61,6440,7323
35,1579,5572,6378
44,43,5602,6316
40,23,5933,6623
27,27,6784,7543
34,6274,6403,7295
30,4518,6884,7534
78,27,4633,5288
25,4452,7395,8040
17,56,7913,8738
10,66,8636,9221
11,89,8701,9374
63,1297,6391,7097
74,31,5828,6592
42,91,7979,8587
16,38,9249,9957
71,6670,6814,7629
47,2918,8241,9084
4,111,10695,11275
53,8191,8338,9140
23,96,10070,10796
61,8136,8422,9209
59,63,8857,9610
15,10971,11084,11925
46,100,9971,10767
6,12380,12490,13163
36,35,11735,12530
22,8305,12634,13571
9,12721,13408,14301
38,4741,12065,13071
26,53,13207,13835
43,165,12636,13387
33,65,13140,13930
7,14607,14827,15532
45,195,12861,13649
37,1281,14103,14715
29,14503,14575,15138
75,11999,12172,12919
1,16233,16277,16953
39,49,14566,15075
19,6536,15627,16603
72,13116,13447,14212
48,10901,14711,15769
0,201,17341,18213
8,137,17528,18143
32,188,16690,17571
60,9855,15593,16500
52,15681,16151,16973
51,16796,17023,17586
18,59,18649,19361
24,129,18912,19623
5,214,20190,21142
55,1985,17929,18850
57,18025,18356,19042
69,31,17757,18663
3,98,21426,22125
28,8635,20602,21484
54,17045,19412,20319
20,21247,21448,22202
12,94,22200,22909
56,4126,19934,20927
64,64,19997,20590

# Run: Patrons=80, Scheduler=RR, Quantum=75, Switch=3, Seed=108
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
3,202,7665,8488
2,224,7834,8630
1,331,8113,8776
0,490,8693,9279
6,357,9952,10789
13,732,12110,12747
7,1130,13089,13663
17,839,13194,13413
8,414,14193,15008
10,1508,14640,15129
19,949,14036,14721
20,977,14063,14886
21,1049,14428,14950
23,1041,14351,14894
4,245,15272,15899
25,1192,14564,15422
26,1324,14741,15547
27,1397,14919,15628
30,1456,15167,15811
28,1449,15128,16008
12,758,16088,16840
15,793,16508,17245
36,1831,16534,17365
39,1984,16829,17512
42,2034,16896,17515
41,1980,16914,17722
22,1022,18085,18717
45,2233,17007,17659
46,2241,16865,17628
44,2231,16910,17730
24,1089,18059,18808
47,2308,16986,17809
11,596,19097,19631
48,2464,17092,17786
51,2520,17207,17681
53,2556,17178,17721
55,2593,17053,17691
57,2647,17041,17614
5,2430,19577,20278
14,750,19473,20026
58,2694,17058,17877
61,2847,17031,17734
60,2749,17023,17855
31,1458,18709,19330
64,3024,17207,18013
66,3133,17365,17940
65,3053,17232,18019
18,841,20004,20472
71,3498,17292,17972
16,866,19996,20821
70,3455,17288,18146
72,3478,17324,18067
9,1269,20620,21399
37,1884,19311,20024
76,3763,17354,18135
79,3901,17327,18082
77,3742,17372,18186
38,5722,19373,20212
40,1964,19442,20160
52,2528,19126,19722
50,6410,19222,19841
62,2901,19093,19585
32,1516,20515,21272
35,1728,20696,21215
68,3339,18895,19612
69,3318,18905,19631
73,3501,18648,19465
75,7586,18696,19483
56,2668,20222,20467
78,7747,18675,19376
49,2438,20440,20891
54,2614,20057,20789
29,1424,21515,22049
63,2943,19933,20544
33,8658,21864,22273
67,10864,20172,20576
74,3505,19637,20320
59,2673,20788,21080
34,9038,21712,22385
43,9909,21435,22101

# Run: Patrons=80, Scheduler=FCFS, Quantum=N/A, Switch=3, Seed=109
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,202,9341,9998
1,272,9808,10387
2,427,10861,11763
3,456,13109,13860
4,479,14326,15026
6,541,14555,15214
5,568,14759,15369
7,521,14790,15394
9,548,15056,15811
8,550,15973,16695
10,526,16252,17100
11,634,16646,17337
12,664,17050,17879
13,694,17611,18320
14,723,17972,18687
16,820,18751,19433
15,826,18633,19566
18,987,19052,19714
17,958,19062,19768
19,1045,19324,20033
20,1202,19520,20307
21,1385,19522,20469
23,1401,19954,20505
22,1429,19860,20682
24,1561,20052,20990
25,1603,20493,21356
26,1821,20668,21590
29,1878,20866,21517
28,1903,20953,21783
27,1874,21050,21857
30,1950,21044,21774
32,2081,21672,22141
31,2048,21453,22244
33,2135,21561,22402
35,2348,21744,22470
34,2164,21728,22615
38,2417,21879,22470
37,2444,21884,22529
36,2411,21891,22743
40,2528,22143,22661
39,2494,21996,22739
41,2635,21935,22667
47,2935,21847,22421
42,2659,21928,22714
44,2780,22072,22668
43,2756,21984,22822
45,2783,22171,22841
46,2837,22043,22810
48,3153,22030,22839
51,3250,22031,22763
49,3246,21958,22892
50,3276,21998,22870
52,3333,22039,22774
53,3439,21848,22772
54,3593,21848,22796
55,3568,22171,22836
56,3571,22145,22795
58,3808,22043,22749
57,3726,22033,22884
59,3911,21891,22825
62,4106,22009,22749
60,3984,22005,22899
61,4013,22078,22923
63,4099,22017,22874
64,4114,22087,22888
67,4428,22187,22813
65,4198,22220,23008
66,4215,22124,22985
70,4631,22169,22834
68,4545,22011,22984
69,4548,22145,22967
76,5201,22185,22683
71,4608,21993,22934
73,4920,22139,22858
72,4915,22114,22929
74,5103,22164,22908
77,5179,22111,22808
75,5130,22113,23032
78,5208,22088,22886
79,5328,22052,22854

# Run: Patrons=80, Scheduler=SJF, Quantum=N/A, Switch=3, Seed=109
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
15,60,310,970
45,27,221,735
23,33,1845,2614
55,38,430,1050
70,60,480,969
74,23,246,945
59,70,1298,2042
25,66,4130,4775
8,33,5210,5679
5,106,5154,5908
48,2585,3282,4033
33,40,5238,5887
21,42,6120,6648
36,5081,5302,6083
75,2444,3541,4403
19,112,6619,7224
3,7340,7441,8169
11,7422,7604,8110
39,66,6552,7390
56,167,6016,6637
41,99,7120,7978
26,44,8207,8889
35,67,7805,8533
60,50,6919,7652
7,59,9772,10574
29,8801,9000,9840
57,63,7583,8477
24,72,10108,10642
22,148,10523,11269
9,11153,11324,12148
10,140,11429,12225
34,10386,10503,11051
6,80,12129,12790
18,110,11559,12412
27,11533,11642,12342
12,114,12276,13111
49,9738,10637,11369
67,187,10021,10794
71,34,10046,10697
51,64,11186,12053
62,1365,10755,11547
37,2788,12144,13026
16,63,13449,14215
76,91,10483,11365
43,47,12587,13200
63,6168,11889,12691
72,152,11604,12528
52,12929,13231,14144
30,273,14570,15403
50,70,13673,14461
38,23,14333,15160
2,17217,17284,17960
17,9875,16419,17361
4,90,17580,18529
54,14917,15281,16199
47,506,15668,16557
14,42,18027,18588
13,136,18349,18908
53,1310,16140,17128
0,202,19489,20464
40,4959,18038,18718
73,131,16369,17231
79,2583,16976,17719
46,18232,18578,19425
77,17690,17937,18750
1,15613,21603,22580
61,19070,19321,20198
28,9404,21069,21958
66,18572,19229,20066
64,157,19926,20630
78,88,19722,20447
44,21832,21846,22650
69,4897,21048,21763
32,3577,23106,23931
58,20620,21792,22744
65,5378,21898,22644
68,68,21959,22996
42,73,23591,24361
20,12418,24850,25605
31,44,24752,25286

# Run: Patrons=80, Scheduler=RR, Quantum=75, Switch=3, Seed=109
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
3,258,8464,9100
4,312,10024,10902
7,457,11804,12370
6,402,11736,12586
10,440,12342,12805
9,465,12661,13584
1,387,13402,14026
11,443,12895,13633
12,631,13290,13960
14,768,14187,14917
5,389,15539,16326
16,920,15126,15917
18,1029,15514,16043
19,1086,15720,16319
17,1056,15680,16528
8,435,16246,17004
22,1265,16327,16984
0,558,17899,18572
29,1568,16913,17709
32,1720,17632,18257
34,1911,17926,18538
38,2083,18252,18725
36,2077,18199,18958
39,2160,18185,18959
45,2479,18328,18773
47,2607,18261,19168
49,2809,18510,19222
53,2966,18571,19242
25,1419,20267,20839
59,3218,18758,19353
57,3107,18897,19527
13,660,21094,21831
60,3247,18628,19510
61,3393,18845,19597
65,3630,18957,19419
30,1642,20722,21482
63,3559,19032,19868
2,1497,22545,22964
31,1741,20811,21563
69,3802,18890,19693
15,793,21805,22569
72,3946,19203,19866
78,4195,19188,19686
35,1935,21265,21922
42,2326,21307,21907
44,2476,21363,21994
50,2955,21263,21894
52,7133,21066,21850
26,8667,22542,23285
56,3133,21146,21822
55,7274,21241,21961
28,1515,22719,23411
64,7720,20973,21756
71,3922,20877,21651
70,8068,20977,21803
77,4215,21008,21615
76,4143,20922,21705
79,4367,20898,21632
37,2109,23200,23790
43,2355,22943,23573
41,2302,23043,23716
48,2701,23073,23525
24,4314,24383,24902
54,2945,22888,23423
51,2934,22970,23659
62,3565,22622,23146
58,11577,22673,23390
33,5634,23961,24659
68,3789,22590,23048
66,12055,22499,23231
20,3604,25040,25692
46,6927,23842,24406
74,4085,22484,23020
21,8260,25224,25760
27,1536,24839,25521
67,3735,22885,23657
23,1269,25535,25975
40,2164,24560,25166
73,4053,22825,23518
75,12486,22944,23491

# Run: Patrons=80, Scheduler=FCFS, Quantum=N/A, Switch=3, Seed=110
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,101,5095,5977
3,102,6193,6585
1,149,8243,9179
2,128,8681,9514
4,131,9652,10491
5,329,11256,12095
6,378,12002,12611
8,509,13105,13855
7,490,13480,14054
9,531,13629,13977
10,512,13851,14815
11,555,14562,15396
12,579,14784,15617
13,652,15073,15934
14,750,15534,16311
16,778,15761,16284
15,805,15566,16564
17,955,16390,17213
19,984,16372,17200
18,980,16282,17324
20,1111,16732,17539
21,1144,17244,17737
22,1182,17201,17908
23,1324,17389,18152
24,1378,17424,18225
26,1415,17695,18341
27,1522,17853,18314
25,1436,17696,18599
28,1516,17768,18511
30,1627,17927,18736
29,1624,18117,18919
31,1656,18255,18907
33,1682,18373,18925
32,1708,18719,19193
35,1892,18665,19315
36,1871,18785,19407
34,1888,18776,19523
37,1970,18930,19748
41,2667,18866,19561
38,2024,18834,19727
39,2281,18959,19706
40,2255,19035,19735
42,2850,18728,19667
43,2905,18887,19761
44,2913,18842,19715
46,2988,18877,19694
47,2962,18950,19653
48,2970,18979,19681
49,3124,18862,19649
45,2921,19015,19851
50,3508,19159,19723
51,3537,18864,19692
53,3653,18959,19666
54,3780,19120,19662
52,3635,18960,19784
57,4011,19003,19537
58,3985,19047,19511
55,3755,18995,19662
56,3877,19029,19642
61,4221,18833,19527
59,4140,18831,19647
60,4178,18961,19661
62,4274,18722,19628
65,4689,18983,19582
64,4715,18897,19652
63,4492,18829,19776
66,4748,19014,19703
70,4905,18955,19582
68,4846,19007,19751
69,4882,19080,19740
72,5061,18904,19664
67,4849,19071,19919
71,4958,18918,19797
73,5090,18928,19740
74,5098,18961,19804
76,5157,19034,19749
75,5150,19075,19873
77,5187,19027,19871
78,5244,19075,19883
79,5248,19103,19852

# Run: Patrons=80, Scheduler=SJF, Quantum=N/A, Switch=3, Seed=110
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
0,102,537,1380
15,274,298,670
14,65,277,928
21,77,275,850
50,58,226,775
57,68,258,757
63,55,366,1068
74,39,257,704
73,67,225,899
78,60,153,675
72,86,960,1549
39,78,2577,3323
18,69,3767,4401
56,64,1831,2512
5,5083,5137,5698
32,4417,4582,5376
75,2581,2627,3539
10,73,6463,6905
46,313,4905,5538
71,85,3641,4533
54,27,4741,5386
47,46,5385,5964
22,79,6417,7279
29,148,6609,7296
38,64,6095,6925
55,29,5690,6292
62,5720,5887,6543
60,6076,6206,7031
3,22,9402,10089
70,389,6187,6898
35,7888,8045,8747
37,58,7873,8686
17,42,9025,9893
8,73,9894,10627
43,3941,8228,9053
24,9382,9478,10026
25,8814,9305,10063
66,283,7666,8483
42,9094,9163,9924
11,10794,10901,11797
49,22,9464,10170
19,10651,10874,11743
13,6326,11165,12116
1,198,12263,13226
64,112,9447,10112
61,39,10004,10731
12,12201,12616,13580
77,9771,9773,10443
45,68,11601,12341
23,12133,12557,13490
51,3853,11552,12343
67,4461,10758,11568
31,12889,13043,13703
36,21,12759,13511
2,46,15078,15698
44,13136,13289,14136
20,14124,14885,15641
76,11661,11977,12848
58,4478,12955,13871
26,143,15483,16294
34,15150,15189,16019
7,16244,16507,17403
68,76,14283,15099
6,76,17666,18371
40,75,16178,16861
33,16721,16835,17568
16,8172,17509,18422
9,81,18085,18886
30,4444,17564,18557
79,68,15982,16731
27,18383,18746,19479
52,16928,17399,18302
53,17656,17986,18698
65,17747,17926,18470
59,8923,18297,19109
28,72,20003,20894
48,19290,19420,20231
4,22242,22501,23280
41,20707,20833,21633
69,19668,19698,20455

# Run: Patrons=80, Scheduler=RR, Quantum=75, Switch=3, Seed=110
PatronID,ResponseTime,TotalWaitingTime,TurnaroundTime
1,122,3837,4522
3,102,4390,5154
2,130,5784,6350
0,191,9124,9910
8,358,10234,11138
10,469,11529,11976
13,577,12315,12970
12,549,12363,13124
7,951,13305,13677
6,252,13498,14405
16,781,13344,13957
5,1459,14309,14856
17,913,14217,14973
4,131,15154,15853
18,937,14324,15161
19,941,14450,15297
21,1100,14727,15504
11,482,15578,16279
23,1236,14983,15789
27,1347,15183,15823
29,1556,15700,16425
31,1617,16012,16545
34,1593,15867,16469
32,1625,16186,16695
36,1678,16279,16787
37,1731,16507,17380
40,1938,16808,17351
9,460,18515,19021
42,2079,16868,17549
44,2190,16807,17507
47,2244,16820,17420
45,2227,16911,17703
46,2206,17005,17830
51,2414,17126,17691
52,2443,16885,17673
26,1345,18410,19181
59,2847,17151,17558
54,2635,17037,17903
56,2810,17085,17832
14,2027,19267,20105
63,3033,17201,17851
62,3010,17159,17927
15,807,19755,20562
67,3338,17383,18131
68,3508,17479,18129
38,5564,19232,19673
71,3563,17228,18065
73,3723,17204,18043
75,3735,17233,17976
74,3703,17322,18174
77,3852,17581,18105
76,3763,17379,18161
20,989,20471,21063
78,3878,17341,18160
79,3989,17541,18232
22,1138,20586,21179
48,2218,19247,19946
55,2688,19149,19737
28,1449,20636,21111
58,2874,18924,19611
25,3612,20533,21292
57,2896,19213,19827
30,1588,20813,21262
61,2938,18986,19778
69,3487,18897,19538
35,1674,20603,21412
70,3465,18886,19738
72,3621,18900,19707
39,9724,20613,21399
49,10484,20542,20973
41,10018,20858,21377
43,2187,20681,21357
53,2463,20130,20862
50,10567,20588,21049
66,3359,19857,20335
60,10996,20017,20709
64,11076,19919,20672
33,1619,21605,22263
24,1230,22171,22765
65,11228,20027,20748
